mean_intensity,variance,label
102.3648910522461,2873.6724117709673,0
118.04337692260742,4295.914923709919,0
109.63794326782227,1943.5077355708781,0
108.57137298583984,3745.2565102059743,0
123.56148910522461,5121.059779575777,0
77.26144409179688,5321.1165758809075,0
170.10178756713867,4835.723857888586,0
121.9721794128418,2856.4351352861704,0
162.51292419433594,3352.8409966004547,0
138.77290725708008,5384.824836509402,0
106.66564178466797,4114.250425348,0
159.8374366760254,3463.0735754545167,0
168.03377532958984,4952.776813328674,0
124.6471939086914,4411.758340361936,0
108.82300567626953,2350.173850316496,0
116.29186630249023,4002.9993286793906,0
91.07556533813477,4948.3234181450525,0
160.98365020751953,3131.589996050985,0
122.42642593383789,2731.9031485633313,0
127.27992630004883,5266.630263245298,0
114.82559204101562,3575.1570742344484,0
99.87678527832031,3690.7007528857794,0
145.18000030517578,1602.405565283203,0
125.58709335327148,3994.5737288347295,0
107.8369140625,3131.653784751892,0
137.01558303833008,4324.2177480441605,0
79.92769622802734,4400.148420541023,0
105.19059753417969,5028.560138644418,0
114.2647933959961,4663.180365109292,0
112.79568099975586,5567.670759086714,0
124.05602645874023,4585.086594159699,0
126.90900802612305,4411.392252229488,0
102.18493270874023,4006.7234178436775,0
124.57865142822266,3886.40915819112,0
117.85968399047852,4552.986960434805,0
139.95721817016602,2759.7533996649872,0
121.53302764892578,2741.4015962471603,0
112.84402847290039,4028.2517387091502,0
125.14672470092773,5502.415922271071,0
116.87712478637695,4669.576183572745,0
82.90251159667969,3124.5872214750852,0
179.11680603027344,3131.438924405491,0
114.75092315673828,5853.134966951737,0
168.02528762817383,2642.6351370556367,0
135.31314849853516,4052.848623808881,0
114.30885696411133,4168.481805404284,0
103.72028732299805,3963.958462020717,0
119.80770492553711,4341.401274099699,0
111.07186126708984,953.7332545373938,0
129.96906661987305,4650.044106144791,0
138.52590942382812,4623.8244324615225,0
100.82666015625,1754.7993066310883,0
124.81771087646484,4729.37775090005,0
137.15785598754883,4294.694056554334,0
112.23409652709961,1771.4065597473964,0
140.52194213867188,5069.109564929269,0
108.45061874389648,2803.1112547288503,0
111.37105560302734,4369.436071096396,0
90.32272720336914,5346.118942092389,0
124.9417724609375,1152.514508113265,0
119.68923568725586,3888.2510093126766,0
138.8115463256836,4101.367195173574,0
126.2756233215332,4982.205094864459,0
123.70658493041992,4957.443261692401,0
110.22310638427734,4013.841611480748,0
108.30618667602539,4328.669582086368,0
104.54167175292969,4991.20208273991,0
139.1188087463379,4729.803377920513,0
74.00175094604492,6842.555413041362,0
148.87779235839844,5054.683147262549,0
166.02919387817383,2935.853514019967,0
153.9823760986328,4448.770960150054,0
104.68180465698242,4910.67485569707,0
131.8848876953125,2714.4270033687353,0
135.33717727661133,5058.303788138188,0
133.59586334228516,3833.2819173973403,0
107.25032806396484,1215.605510604044,0
162.6431427001953,1267.987871983787,0
147.67044830322266,4288.683212390577,0
152.53699493408203,2670.426762478368,0
158.69337844848633,1616.8316996242936,0
113.26651763916016,4789.808645166864,0
114.8784065246582,5059.697895843403,0
137.8309669494629,2395.245578676215,0
170.1352767944336,1996.5760757992393,0
153.4786720275879,4688.095881482337,0
137.81704330444336,3839.887154441545,0
116.27381134033203,3733.3358397278353,0
97.75777435302734,4699.579922317003,0
160.32282638549805,3656.1142165049528,0
143.26353073120117,4260.626089120851,0
117.18782424926758,4648.7878841302445,0
124.86498641967773,4839.519128663449,0
170.33105087280273,2984.973531387732,0
159.77956771850586,3296.4114277672343,0
152.0032081604004,3741.9912426068768,0
155.91482162475586,3446.53747196983,0
108.69954681396484,4922.455878090521,0
104.35799789428711,6626.893615614372,0
128.94387817382812,5186.9968884876,0
131.32490921020508,4745.628248244624,0
106.8409423828125,4043.477020010352,0
124.63962936401367,4449.919972024493,0
133.4857063293457,5015.669221655333,0
110.51789093017578,4224.361420026922,0
172.3809471130371,2919.4567660463363,0
150.42880630493164,5242.900471924089,0
124.91448211669922,5933.248256149644,0
141.01696014404297,3745.6374305541976,0
140.89453887939453,4245.45031899208,0
109.13449096679688,1128.4853911837563,0
113.71041488647461,4448.18912401305,0
121.98858261108398,5031.62179881193,0
122.19876861572266,4332.980243539845,0
129.89642715454102,4438.414569449131,0
142.13679885864258,4745.510304474372,0
125.01459884643555,3754.272556801661,0
129.20013809204102,4701.338244457247,0
158.4440803527832,4074.5786295848516,0
166.18549346923828,3751.79518201662,0
148.17687606811523,2855.3445807928074,0
132.3441925048828,3363.6081779429223,0
97.09769058227539,3869.307339637293,0
113.52539825439453,3387.5956302582636,0
113.90192031860352,6711.59187802624,0
104.43910217285156,4461.066413219785,0
120.8190803527832,3622.641344161573,0
141.45310592651367,4251.073530315988,0
124.97542190551758,2121.3414331181993,0
142.08002471923828,3990.470517125854,0
148.0745849609375,5717.15299116075,0
147.7674674987793,4164.467638078014,0
135.44243621826172,5032.260915231833,0
120.69904327392578,3715.7356503297924,0
105.22832489013672,1420.5584863358526,0
136.90565872192383,4570.744887717634,0
98.34650802612305,4633.31432320956,0
104.44062805175781,5354.118911495199,0
127.6091194152832,4294.8614297451995,0
118.22086334228516,4102.260392968019,0
110.72705841064453,4684.936451069952,0
160.83984756469727,2971.954251557574,0
117.54288482666016,5300.533034854045,0
110.96680450439453,4700.111408740224,0
139.3393898010254,4873.955718341034,0
125.9924430847168,4685.366790884973,0
143.26120376586914,5260.441496256024,0
153.35777282714844,3714.3419006427284,0
141.52930450439453,4294.651629954518,0
109.64683532714844,3820.460098322248,0
146.21840286254883,4042.695857165949,0
109.87432861328125,4413.408652808517,0
149.99394607543945,5990.490781373675,0
132.7834243774414,4461.6923985885805,0
131.38848495483398,4045.123192141283,0
129.60274505615234,4420.621660860663,0
127.16298294067383,4818.24956342262,0
160.26329040527344,3752.2761905526277,0
129.5014305114746,4388.833639005883,0
171.67018127441406,2669.6475748938974,0
143.94508361816406,2154.6388756704982,0
133.32733154296875,5645.62458929047,0
126.23344802856445,3896.876520847305,0
103.04557418823242,4695.061708546345,0
177.24316024780273,2714.828602738664,0
103.44342422485352,4541.795329760279,0
126.35702133178711,4998.35414511313,0
173.51959228515625,2809.992299553007,0
95.73335266113281,4764.807202724507,0
118.62022018432617,3765.1000109134325,0
162.85894393920898,3074.5372435380555,0
97.96108627319336,3960.1718217509188,0
138.30687713623047,4679.432224128337,0
135.77834701538086,5173.733924306214,0
118.30757141113281,4252.661999253323,0
150.18947982788086,1735.365086927297,0
130.24898147583008,2573.063851272789,0
131.32997512817383,4751.857421193839,0
132.22711181640625,4499.0699564777315,0
168.49534606933594,3449.690202034777,0
93.83199310302734,1981.9517083749524,0
144.0952033996582,3563.823429141062,0
127.22021102905273,3563.883502494529,0
109.92691040039062,4344.348890698515,0
