mean_intensity,variance,edge_density,label
58.519365475501544,2965.7213224489396,0.019517535927854938,1
28.336378610869986,3301.5283405265504,0.001237129870756173,1
70.37649392963928,4002.800818238913,0.00474853515625,1
67.78032482759453,7866.604914386187,0.003457151813271605,1
91.47145182291666,5427.988215853729,0.00807984905478395,1
84.80849262755594,5599.37314495547,0.010875108506944444,1
40.646245659722226,4811.186571492795,0.0016474971064814816,1
83.6216350790895,4729.804706318124,0.008061011043595679,1
98.54668812692901,4017.0414897428254,0.01199363425925926,1
52.839204312548226,4634.579326104198,0.0016529224537037038,1
94.27707414038387,4001.961213831561,0.015787459008487655,1
52.16408073519483,1608.1973880411301,0.005204264322916667,1
51.81035502869406,1228.0489997913696,0.003706717785493827,1
33.600020495756176,2592.6328760364213,0.0010092652874228395,1
74.98045850212192,4603.634900067071,0.003951310522762346,1
45.27453311873071,2032.3686956340412,0.006126422646604938,1
107.35827697000386,5764.520907602154,0.007853943624614198,1
47.452637622974535,1189.575785957441,0.00484935619212963,1
33.70574664834105,1273.6376475798143,0.005262285397376543,1
57.54377442650807,3055.268425770698,0.008619902293967715,1
26.343695007735825,926.6320361349208,0.02594158566687532,1
48.53283887045151,3564.6932059562396,0.02409325506962242,1
31.12612346612181,303.76797401123497,0.011166751308003922,1
40.564727002161305,909.9354798415593,0.01489884375996504,1
24.15252565813561,1975.241755824167,0.014922464598268593,1
32.364747079873865,1346.8205505256665,0.020219437587839992,1
45.200517296358846,2320.604228334878,0.0036671351466263536,1
70.4832469204332,3725.6162556927,0.006123702330195699,1
61.419033671505005,2866.200419096679,0.0037439028711128957,1
51.87405369016546,2992.798147046237,0.014715782263112518,1
35.981008846003945,2651.1375614109247,0.014131166515099622,1
67.23032679429792,4805.500728311436,0.008462165322247287,1
40.38869270470409,1295.9418069279386,0.015955876274048965,1
20.023443682016275,1490.0143551427432,0.01860731537362261,1
35.88074429261494,1808.9774103942875,0.018707703936412703,1
40.767984315763364,1278.3121027492668,0.013765043521394574,1
35.706824060185895,1160.4970278732744,0.010523083464232145,1
36.54306078822737,1387.9572905760667,0.014113450886371958,1
46.68518737229984,476.3045908516768,0.015814151244227657,1
40.59308381854472,2330.4114881114447,0.015707857471861677,1
46.73328530429545,3109.637252211819,0.021890611897816253,1
60.20374744599686,3736.6265728636176,0.020945778365674197,1
29.771409337317383,1323.0744366751755,0.015495269927129714,1
43.67817788853326,2816.209347583997,0.012961935019073827,1
45.14437646892088,2034.391144191703,0.008763331010617567,1
72.10527807631892,2104.1827491257654,0.0011219898194186912,1
39.385568848838446,338.93752319656545,0.010588040769566912,1
45.096739143272195,617.3449304918739,0.01204662753481121,1
43.240271167223725,2383.0453274837196,0.013328058012778874,1
40.35593650718664,1549.1873423428879,0.018648651840653827,1
36.009253463405415,351.1023638543472,0.017018813997708777,1
48.54514532720766,209.21919171837763,0.010038856279009342,1
47.21526260466984,302.717554016558,0.013333963222354762,1
54.392460228413505,1803.0803054955036,0.023431871597122983,1
50.42854105892218,821.2945210010158,0.02596520650517887,1
43.67942388775378,1250.34511157654,0.027565518300244476,1
32.45999220512336,231.21192880200837,0.01366465495860448,1
43.142705294610906,451.87668377514393,0.020408404294268403,1
46.175744942188,190.85442864012202,0.018483305972528966,1
38.1145433501435,621.4060729331017,0.019197836331211394,1
35.9431328317842,607.4341177567886,0.010847869990905977,1
44.057292343305264,1763.5521025480105,0.015377165735611957,1
38.402575852417,321.15801275769263,0.005586328258789904,1
41.784164590001296,1112.6601269369944,0.029012294646337,1
44.72402003047088,2665.803882534304,0.037805151704834006,1
42.95200836177676,723.6659952755733,0.009176695680929716,1
30.417043615877926,716.993162527405,0.011816324361351584,1
61.29557936011149,361.10883933524457,0.022221303634065975,1
62.47680433678591,1179.6473195511742,0.016723553518914386,1
64.7370173967474,3414.9672516726323,0.0073756067602839225,1
43.33431753492931,2539.1289635594094,0.008385397597760745,1
35.489913902044385,339.8382461110928,0.013511119509631396,1
37.64879356568365,932.4333853888903,0.015713762681437565,1
51.79811269501955,705.2019220088182,0.02680965147453083,1
40.702979768751995,901.0162303292077,0.026225035726517933,1
50.37970497572959,1530.8304671614867,0.012436371366819809,1
56.64275844149709,1263.3172415270683,0.02184337022120915,1
31.42413577257857,2158.227615548832,0.006300858617472334,1
22.379191222496488,1321.6074806842357,0.007954317298720932,1
31.31950726931299,2225.525237328522,0.006678792030329156,1
32.5526803746265,2337.610017233633,0.007440564065618689,1
31.254786172361257,1952.4883312811191,0.008751520591465792,1
31.85810962431057,1916.000594406898,0.009253463405416258,1
31.626867522528375,1636.8013598407124,0.014715782263112518,1
35.799819300586975,2999.84216009301,0.009099927956443174,1
42.37392377555479,550.6810582880094,0.010800628314298875,1
34.2981245054387,1368.7478604501125,0.01547755429840205,1
29.02938432284962,1363.4318585088727,0.016676311842307282,1
42.16744812273387,2223.9496512444152,0.013091849629743359,1
40.2555597548157,826.3921126506765,0.014083924838492518,1
45.91642356887246,711.6834461785633,0.01625113675284336,1
33.180280143142284,889.4407012289332,0.01212930046887364,1
65.98413270186958,1879.848131972989,0.032035761949191575,1
49.90595363229441,2437.0866307091433,0.008468070531823175,1
42.624381429296925,2693.449030092681,0.01405439879061308,1
39.48527831252731,1098.5235724086942,0.015908634597441865,1
32.94879592776748,1439.4399795059092,0.015459838669674387,1
55.4354442489164,3830.1375192009605,0.021229228425316816,1
37.77314546893269,1368.3337102215312,0.010275064662044855,1
37.27782830012637,1206.2617586548856,0.021577635790294196,1
58.749264801407804,777.1642698413139,0.03199442548216036,1
44.071895926586436,1110.7965871850683,0.01605626483683906,1
44.50633628987493,1398.102506768321,0.020184006330384665,1
43.70102514438238,1687.9543184917798,0.028882380035667465,1
28.767039482231226,1424.1474277354353,0.018294339266100555,1
93.87993527890305,4725.294769425721,0.010192391727982426,1
86.52248703806498,4838.788569104884,0.01523544070579065,1
90.42140166054493,3846.076256074109,0.024996752134733263,1
43.78836909921933,2172.883948292673,0.019315940522729152,1
30.07608272017574,2619.2753230163407,0.02192604315527158,1
41.53429155200718,1118.611746459576,0.01884942896623401,1
52.07523236999681,3965.6052340211313,0.009365662387358127,1
40.23701739674741,1006.2403056108159,0.011255329451642239,1
52.118783290618985,1706.0939617703182,0.020284394893174757,1
41.376291764594725,490.2207363570556,0.011763177475168593,1
38.34911599012649,763.7062409955221,0.016316094058178125,1
33.83455374331235,1630.0966664632897,0.022735056867168216,1
38.9198426852169,3758.119863616877,0.02821509135359214,1
42.95543928854035,3252.261351258822,0.020154480282505226,1
56.674717435721796,2678.684804332235,0.03419706865396653,1
48.787878966824536,1186.8675780395135,0.022463417226677374,1
30.376740560522492,747.5016871521524,0.010765197056843548,1
42.186634148645936,1789.8400185880175,0.00677918059311925,1
44.70059996929291,1754.2103737941156,0.01018058130883065,1
46.00445252802022,837.3332820138767,0.012271025498694948,1
51.60794132583765,1496.6370566103212,0.017520756811659245,1
85.91185293666072,7604.626420077627,0.02127056489234803,1
89.19446445654356,5061.354921348404,0.004310802990398129,1
67.513812285198,4004.9108265702835,0.002840405806002055,1
42.16933778979816,798.4439068248853,0.014142976934251397,1
38.659511521063884,1830.5415477246809,0.017438083877596815,1
66.96628715853126,1729.8264254194946,0.019682063516434197,1
58.16900709806191,2109.4290549116795,0.013144996515926351,1
